Case Number,Pre Buyout Disclosure Declaration Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Address,ZIP Code,Supervisor District,Analysis Neighborhood,point,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods
B192438,09/19/2019,10/04/2019,60000.00,,,2,950 Cayuga Avenue,94112,11,Outer Mission,POINT (-122.4394089974956 37.72278879880781),100,80,9,1,28,25,7,6,9,28861,2,,,,80
B172517,09/28/2017,,,,,,1322 Chestnut Street,94123,2,Marina,POINT (-122.4251521640579 37.8022897664556),100,17,4,6,13,17,9,1,13,57,1,,,,17
B152991,10/28/2015,,,,,,884 Florida Street,94110,9,Mission,POINT (-122.41063454279518 37.75780571660427),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B151910,07/22/2015,,,,,,1250 Clay Street,94108,3,Nob Hill,POINT (-122.41368958555282 37.793384942511956),100,16,6,3,21,21,1,10,5,28857,1,,,,16
B151125,05/07/2015,08/25/2015,61500.00,,,1,2761 Bryant Street,94110,9,Mission,POINT (-122.40882969787921 37.75024097580235),100,53,3,2,20,19,4,7,2,28859,1,,,,53
B160650,02/17/2016,02/17/2016,5000.00,,,2,1211 Polk Street,94109,3,Nob Hill,POINT (-122.42023741569011 37.78794940010374),100,50,4,3,21,21,9,10,13,28858,2,,,,50
B191758,07/25/2019,,,,,,646 Lombard Street,94133,3,North Beach,POINT (-122.4121880895766 37.8029959371008),100,106,6,3,23,23,1,10,3,308,1,,,,106
B191653,07/10/2019,09/23/2019,40000.00,,true,2,2579 37th Avenue,94116,4,Sunset/Parkside,POINT (-122.49483148579323 37.73888734142103),100,39,10,7,35,35,8,3,1,29491,1,,,,39
B170848,03/28/2017,,,,,,120 Ellis Street,94102,3,Tenderloin,POINT (-122.40822013186153 37.78550718115183),100,19,5,3,36,36,10,10,14,28852,2,1,,,19
B161702,05/18/2016,07/05/2016,1000.00,,true,1,205 9th Street,94103,6,South of Market,POINT (-122.41303750211668 37.77496528504663),100,32,1,10,34,34,2,9,8,28853,2,,,1,32
B151547,06/23/2015,,,,,,339 Pierce Street,94117,5,Haight Ashbury,POINT (-122.43407743777853 37.77298310264647),100,26,4,11,3,9,5,11,15,29492,1,,,,26
B181133,04/06/2018,,,,,,672 Waller Street,94117,5,Haight Ashbury,POINT (-122.43478780098378 37.77066009521612),100,26,7,11,3,9,5,11,15,29492,1,,,,26
B193075,11/12/2019,01/10/2020,12325.62,,,1,734 Bush Street,94102,3,Nob Hill,POINT (-122.40939678721132 37.790144592036526),100,16,6,3,21,21,1,10,5,28857,1,,,,16
B182171,07/19/2018,,,,,,1985 Fulton Street,94117,5,Lone Mountain/USF,POINT (-122.4494491450569 37.7753738365182),100,24,7,11,18,16,5,11,15,29492,1,,,,24
B171759,07/07/2017,08/28/2018,30000.00,,,5,551 Brussels Street,94134,9,Portola,POINT (-122.40477890723031 37.72532754473441),100,91,2,2,25,28,3,7,10,309,2,,,,91
B150769,04/08/2015,07/15/2015,30000.00,,,3,127 Bernard Street,94109,3,Nob Hill,POINT (-122.41555688795283 37.79620948498666),100,107,6,3,21,21,1,10,5,28858,1,,,,107
B192962,10/29/2019,,,,,,226 Richland Avenue,94110,9,Bernal Heights,POINT (-122.42233455452475 37.7358359041872),100,61,9,2,2,2,7,7,2,28859,1,,,,61
B171162,05/04/2017,,,,,,3062 Market Street,94114,8,Castro/Upper Market,POINT (-122.44253282107024 37.76116025940442),100,115,7,5,5,3,5,5,15,28862,1,,,,115
B172063,08/09/2017,,,,,,3439 Mission Street,94110,9,Bernal Heights,POINT (-122.42234674577644 37.74169611540353),100,83,9,2,2,2,7,7,2,28859,1,,,,83
B181777,06/12/2018,03/18/2019,56500.00,,,7,3173 Cesar Chavez Street,94110,9,Bernal Heights,POINT (-122.41307566050008 37.748161580568876),100,83,3,2,2,2,4,7,2,28859,1,,,,83
B160655,02/19/2016,05/16/2016,70000.00,,,4,1364 Vermont Street,94110,10,Mission,POINT (-122.40341165336869 37.752357594707256),100,54,3,9,20,19,4,8,10,28859,1,,,,54
B180321,01/31/2018,,,,,,1555 Chestnut Street,94123,2,Marina,POINT (-122.42892562806263 37.801699099500546),100,17,4,6,13,17,9,1,13,57,1,,,,17
B190247,01/25/2019,,,,,,1661 Bush Street,94109,2,Western Addition,POINT (-122.4245908142614 37.788103568621),100,100,4,6,39,41,9,1,13,28858,1,,,,100
B183382,12/10/2018,,,,,,1462 San Bruno Avenue,94110,10,Mission,POINT (-122.40411479703933 37.750018347849895),100,54,3,9,20,19,4,8,10,28859,1,,,,54
B170432,02/27/2017,,,,,,1969 San Jose Avenue,94112,11,Outer Mission,POINT (-122.44249091123555 37.72559168894672),100,94,9,1,28,25,7,6,9,28861,1,,,,94
B192455,09/25/2019,,,,,,1767 hayes Street,94117,5,Lone Mountain/USF,POINT (-122.44552556716906 37.77395822162806),100,24,7,11,18,16,5,11,15,29492,1,,,,24
B171857,07/19/2017,,,,,,542 Linden Street,94102,5,Hayes Valley,POINT (-122.42690653865431 37.77596517580979),100,22,4,11,9,10,9,11,7,28852,1,,,,22
B163851,12/14/2016,,,,,,1452 18th Avenue,94122,7,Inner Sunset,POINT (-122.47580079322177 37.76076746109917),100,109,10,8,14,12,8,4,1,56,1,,,,109
B153127,11/12/2015,04/01/2016,50000.00,,true,4,19 Marion Place,94133,3,Russian Hill,POINT (-122.41530438132828 37.79977840059843),100,107,6,3,32,32,1,10,5,308,1,,,,107
B162339,,07/12/2016,66700.00,,,4,966 Central Avenue,94115,5,Lone Mountain/USF,POINT (-122.44522726915518 37.77853009416028),100,97,7,11,18,16,5,11,15,54,1,,,,97
B191658,07/12/2019,,,,,,1464 Hyde Street,94109,3,Russian Hill,POINT (-122.41799427553542 37.79426624543247),100,16,6,3,32,32,1,10,5,28858,1,,,,16
B170658,03/20/2017,,,,,,2932 21ST Street,94110,9,Mission,POINT (-122.4130880322735 37.75744585886088),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B190381,02/19/2019,,,,,,2778 Bryant Street,94110,9,Mission,POINT (-122.40894131378946 37.749956411166295),100,53,3,2,20,19,4,7,2,28859,1,,,,53
B200211,01/28/2020,,,,,,1274 hampshire Street,94110,9,Mission,POINT (-122.40726079546937 37.75172641514937),100,53,3,2,20,19,4,7,2,28859,1,,,,53
B182196,07/19/2018,,,,,,1055 Mason Street,94108,3,Nob Hill,POINT (-122.41121892991819 37.79339816083511),100,16,6,3,21,21,1,10,3,28857,1,,,,16
B172004,08/07/2017,,,,,,1307 Palou Avenue,94124,10,Bayview Hunters Point,POINT (-122.3855049606951 37.73084445611082),100,86,2,9,1,1,3,8,10,58,2,,,,86
B161095,03/17/2016,05/09/2016,11460.00,,,3,2466 26th Avenue,94116,4,Sunset/Parkside,POINT (-122.4830503427775 37.741489746795054),100,40,10,7,35,35,8,3,1,29491,1,,,,40
B193073,11/08/2019,,,,,,1611 washington Street,94109,3,Russian Hill,POINT (-122.41978930883845 37.793391309741516),100,105,4,3,32,32,9,10,13,28858,1,,,,105
B171695,06/28/2017,06/28/2017,4500.00,,,1,2186 Vallejo Street,94123,2,Marina,POINT (-122.43325510227639 37.79552467604877),100,102,4,6,13,17,9,1,13,57,1,,,,102
B190076,01/14/2019,,,,,,1565 Hampshire Street,94110,9,Bernal Heights,POINT (-122.40639634594501 37.74820819640651),100,60,9,2,2,2,7,7,2,28859,1,,,,60
B162198,06/28/2016,,,,,,445 O’Farrell Street,,,,,,,,,,,,,,,,,,,
B172609,10/17/2017,,,,,,4005 California Street,94118,1,Inner Richmond,POINT (-122.46038296939277 37.785480009050325),100,5,8,4,11,11,6,2,11,54,1,,,,5
B153244,11/18/2015,,,,,,3517 19th Street,94110,8,Mission,POINT (-122.42182666285217 37.760027693530844),100,37,3,5,20,19,4,5,2,28859,1,,,,37
B160784,02/24/2016,,,,,,22 Church Street,94117,8,Hayes Valley,POINT (-122.42928659896444 37.77014907225123),100,28,7,5,9,10,9,5,7,29492,1,,,,28
B181950,06/27/2018,,,,,,518 Baker Street,94117,5,Hayes Valley,POINT (-122.44128310895402 37.77570687748703),100,24,7,11,9,10,5,11,15,29492,1,,,,24
B182261,07/20/2018,,,,,,1290 Grove Street,94117,5,Hayes Valley,POINT (-122.43783557704725 37.77600725848153),100,23,4,11,9,10,5,11,15,29492,1,,,,23
B181614,05/15/2018,,,,,,466 Elizabeth Street,94114,8,Noe Valley,POINT (-122.43121887120631 37.752331350780935),100,84,3,5,22,22,4,5,2,28862,1,,,,84
B170543,03/02/2017,06/28/2017,27333.33,,,2,348 5th Avenue,94118,1,Inner Richmond,POINT (-122.46322607395601 37.782056204075545),100,5,8,4,11,11,6,2,11,54,1,,,,5
B171166,05/04/2017,,,,,,1450 Broadway Street,94109,3,Russian Hill,POINT (-122.42098119426167 37.796139031481),89.04,105,4,3,32,32,9,10,13,28858,1,,,,105
B182053,07/11/2018,,,,,,202 Grattan Street,94117,5,Haight Ashbury,POINT (-122.45113325684815 37.76389330795888),100,114,7,11,3,9,5,11,15,29492,1,,,,114
B170762,03/23/2017,,,,,,1499 Quesada Avenue,94124,10,Bayview Hunters Point,POINT (-122.38772650288176 37.73116009136157),100,86,2,9,1,1,3,8,10,58,2,,,,86
B192850,10/16/2019,,,,,,211 Cornwall Street,94118,1,Inner Richmond,POINT (-122.46148156478564 37.78490068937603),100,5,8,4,11,11,6,2,11,54,1,,,,5
B180749,03/14/2018,,,,,,318 2nd Avenue,94118,1,Inner Richmond,POINT (-122.46005345114311 37.78275483791808),100,5,8,4,11,11,6,2,11,54,1,,,,5
B172131,08/18/2017,05/15/2018,50000.00,,,2,517 Sanchez Street,94114,8,Castro/Upper Market,POINT (-122.43048933989584 37.76086781387219),100,52,3,5,5,3,4,5,2,28862,1,,,,52
B163379,10/21/2016,11/21/2016,13701.00,,,2,3840 Irving Street,94122,4,Sunset/Parkside,POINT (-122.49901589042113 37.76265695687638),100,39,10,7,35,35,8,3,1,56,1,,,,39
B171330,,05/16/2017,15707.00,,,2,2001 Rivera Street,94116,4,Sunset/Parkside,POINT (-122.48777766179369 37.746208284517614),100,40,10,7,35,35,8,3,1,29491,1,,,,40
B182733,09/25/2018,,,,,,3620 Lawton Street,94122,4,Sunset/Parkside,POINT (-122.50163001333054 37.756931123769476),100,39,10,7,35,35,8,3,1,56,1,,,,39
B190026,01/07/2019,08/12/2019,42000.00,,,4,462 Elizabeth Street,94114,8,Noe Valley,POINT (-122.43113386842501 37.7523365796596),100,84,3,5,22,22,4,5,2,28862,1,,,,84
B192179,08/27/2019,,,,,,1445 Mason Street,94133,3,Nob Hill,POINT (-122.41187699663419 37.79666741503347),100,107,6,3,21,21,1,10,3,308,1,,,,107
B152952,,10/26/2015,12500.00,,,1,77 Glover Street,94109,3,Nob Hill,POINT (-122.41654157647824 37.797076788490585),100,107,6,3,21,21,1,10,5,28858,1,,,,107
B191903,,07/26/2019,25000.00,,,1,41 Palm Avenue,94118,2,Presidio Heights,POINT (-122.45808669365316 37.785019466048496),100,11,8,6,31,31,6,1,11,54,1,,,,11
B171028,04/19/2017,,,,,,537 Valencia Street,94103,9,Mission,POINT (-122.4217725268926 37.76431938762131),100,53,3,2,20,19,4,7,8,28859,2,,,,53
B162673,08/19/2016,10/24/2016,,true,,1,68 Rosenkranz Street,94110,9,Bernal Heights,POINT (-122.41077623123387 37.74187893152042),100,83,9,2,2,2,7,7,10,28859,1,,,,83
B172183,08/24/2017,10/16/2017,27219.00,,,3,157 Bernard Street,94109,3,Nob Hill,POINT (-122.41603086854427 37.79615003334639),100,107,6,3,21,21,1,10,5,28858,1,,,,107
B162853,09/07/2016,11/18/2016,35000.00,,true,2,4038 Cabrillo Street,94121,1,Outer Richmond,POINT (-122.5019030252814 37.7736930579296),100,8,8,4,29,26,6,2,11,55,1,,,,8
B162863,09/12/2016,,,,,,520 scott Street,94117,5,Hayes Valley,POINT (-122.43592707289265 37.77449650115885),100,23,4,11,9,10,5,11,15,29492,1,,,,23
B160094,01/13/2016,05/10/2016,75000.00,,,1,774 Guerrero Street,94110,8,Mission,POINT (-122.42365645299368 37.75876112521357),100,37,3,5,20,19,4,5,2,28859,1,,,,37
B151541,06/19/2015,,,,,,1570 Quesada Avenue,94124,10,Bayview Hunters Point,POINT (-122.38901499775609 37.73202371291787),100,86,2,9,1,1,3,8,10,58,2,,,,86
B190516,03/14/2019,,,,,,766 Sutter Street,94109,3,Nob Hill,POINT (-122.41300765084385 37.78872792873344),100,50,6,3,21,21,1,10,5,28858,2,,,,50
B153381,12/04/2015,01/26/2016,2750.00,,,1,1855 27th Avenue,94122,4,Sunset/Parkside,POINT (-122.48505583777902 37.75284295687241),100,39,10,7,35,35,8,3,1,56,1,,,,39
B161821,05/25/2016,07/25/2016,46792.00,,,4,2120 Golden Gate Avenue,94118,5,Lone Mountain/USF,POINT (-122.44555510112286 37.777897444235485),100,97,7,11,18,16,5,11,15,54,1,,,,97
B181026,03/30/2018,06/13/2018,18000.00,,,13,700 London Street,94112,11,Excelsior,POINT (-122.43886992053169 37.71811709644824),100,90,9,1,7,5,7,6,9,28861,2,,,,90
B170159,01/23/2017,,,,,,52 webster Street,94102,5,Hayes Valley,POINT (-122.42838192371542 37.770519197442354),100,27,7,11,9,10,9,11,7,28852,1,,,,27
B193313,12/18/2019,,,,,,645 Stockton Street,94108,3,Nob Hill,POINT (-122.40749306469976 37.79172503984692),100,16,6,3,21,21,1,10,5,28857,1,,,,16
B182181,07/19/2018,,,,,,1637 Sacramento Street,94109,3,Nob Hill,POINT (-122.41984389628452 37.79157659180777),100,105,4,3,21,21,9,10,13,28858,1,,,,105
B161231,03/28/2016,06/01/2016,60000.00,,,3,525 40th Avenue,94121,1,Outer Richmond,POINT (-122.50084773318618 37.77885364264128),100,8,8,4,29,26,6,2,11,55,1,,,,8
B172868,11/13/2017,,,,,,517 Lyon Street,94117,5,Lone Mountain/USF,POINT (-122.4430613093949 37.77546253767607),100,24,7,11,18,16,5,11,15,29492,1,,,,24
B183398,12/18/2018,,,,,,4124 Judah Street,94122,4,Sunset/Parkside,POINT (-122.50622388749612 37.760471883464184),100,39,10,7,35,35,8,3,1,56,1,,,,39
B181498,05/08/2018,07/10/2018,193750.00,,,2,56 Mason Street,94102,6,Tenderloin,POINT (-122.40915591543965 37.78387638561761),100,19,5,10,36,36,10,9,14,28852,2,1,,1,19
B172723,10/27/2017,,,,,,1225 44th Avenue,94122,4,Sunset/Parkside,POINT (-122.5040966364869 37.7637735024922),100,39,10,7,35,35,8,3,1,56,1,,,,39
B160829,02/29/2016,,,,,,1030 Washington Street,94108,3,Chinatown,POINT (-122.4102640547957 37.79472812127014),100,16,6,3,6,4,1,10,3,28857,2,,,,16
B182746,09/28/2018,,,,,,922 Carolina Street,94107,10,Potrero Hill,POINT (-122.40003575914172 37.75691797856123),100,54,2,9,26,29,3,8,10,28856,2,,,,54
B160710,02/22/2016,04/27/2016,6000.00,,,1,2345 Bush Street,94115,2,Pacific Heights,POINT (-122.43584969595246 37.786666554822496),100,103,4,6,30,27,6,1,13,29490,1,,,,103
B181013,03/28/2018,,,,,,2 colby Street,94134,9,Portola,POINT (-122.41509979936606 37.73086695709653),100,91,2,2,25,28,3,7,9,309,2,,,,91
B183192,11/13/2018,,,,,,445 Sunrise Way,94134,10,Visitacion Valley,POINT (-122.4167047261984 37.70984429254961),100,74,9,9,40,39,7,8,9,309,2,,,,74
B180212,01/26/2018,,,,,,3155 Broderick Street,94123,2,Marina,POINT (-122.4445083378253 37.79932086542241),100,17,4,6,13,17,9,1,13,57,1,,,,17
B153400,11/03/2015,01/06/2017,69649.00,,,2,1841 19th Street,94107,10,Potrero Hill,POINT (-122.40066070393688 37.76099488014637),100,54,2,9,26,29,3,8,10,28856,1,,,,54
B182624,09/11/2018,,,,,,3661 19th Street,94110,8,Mission,POINT (-122.42490287224477 37.759841777570365),100,37,3,5,20,19,4,5,2,28859,1,,,,37
B190881,,04/22/2019,90000.00,,,3,325 Niagara Avenue,94112,11,Outer Mission,POINT (-122.44638329586974 37.71895348605182),100,80,9,1,28,25,7,6,9,28861,2,,,,80
B171441,06/02/2017,,,,,,121 Ellert Street,94110,9,Bernal Heights,POINT (-122.41759553805767 37.738453362631674),100,61,9,2,2,2,7,7,2,28859,1,,,,61
B163858,12/19/2016,,,,,,550 Filbert Street,94133,3,North Beach,POINT (-122.40856343266213 37.80153368813761),100,106,6,3,23,23,1,10,3,308,1,,,,106
B161707,,05/17/2016,45000.00,,,4,38 Steiner Street,94117,8,Hayes Valley,POINT (-122.4315713592767 37.769599122539546),100,28,7,5,9,10,9,5,15,29492,1,,,,28
B171981,08/01/2017,,,,,,145 Brewster Street,94110,9,Bernal Heights,POINT (-122.40701739487714 37.7443613619366),100,60,9,2,2,2,7,7,2,28859,1,,,,60
B152715,10/02/2015,,,,,,390 Fair Oaks Street,94110,8,Mission,POINT (-122.42392895287047 37.75047663885266),100,52,3,5,20,19,4,5,2,28859,1,,,,52
B192054,08/19/2019,,,,,,355 Fulton Street,94102,5,Hayes Valley,POINT (-122.42261279737785 37.77879278413421),100,21,4,11,9,10,9,11,7,28852,1,,,1,21
B151977,07/28/2015,,,,,,358 2nd Avenue,94118,1,Inner Richmond,POINT (-122.4600006807467 37.78201702997877),100,5,8,4,11,11,6,2,11,54,1,,,,5
B181825,06/13/2018,09/28/2018,20000.00,,,2,2621 Kirkham Street,94122,4,Sunset/Parkside,POINT (-122.48889569097629 37.75925184956349),100,39,10,7,35,35,8,3,1,56,1,,,,39
B180318,01/31/2018,,,,,,1555 Chestnut Street,94123,2,Marina,POINT (-122.42892562806263 37.801699099500546),100,17,4,6,13,17,9,1,13,57,1,,,,17
B170838,03/28/2017,,,,,,120 Ellis Street,94102,3,Tenderloin,POINT (-122.40822013186153 37.78550718115183),100,19,5,3,36,36,10,10,14,28852,2,1,,,19
B163203,10/06/2016,11/21/2016,50000.00,,,2,390 Liberty Street,94114,8,Castro/Upper Market,POINT (-122.42991665374039 37.757276290900215),100,52,3,5,5,3,4,5,2,28862,1,,,,52
B192354,09/16/2019,,,,,,619 20th Avenue,94121,1,Outer Richmond,POINT (-122.47916137744518 37.776170138636516),100,8,8,4,29,26,6,2,11,55,1,,,,8
B172209,08/30/2017,10/18/2017,7500.00,,,1,1185 Naples Street,94112,11,Excelsior,POINT (-122.43766276272507 37.71203923808071),100,58,9,1,7,5,7,6,9,28861,2,,,,58
B172604,10/17/2017,,,,,,877 30th Avenue,94121,1,Outer Richmond,POINT (-122.48965560764678 37.77277700882648),100,8,8,4,29,26,6,2,11,55,1,,,,8
B200174,01/17/2020,,,,,,430 35th Avenue,94121,1,Outer Richmond,POINT (-122.49549013509143 37.78091997518221),100,8,8,4,29,26,6,2,11,55,1,,,,8
B162531,08/05/2016,11/06/2017,51158.00,,,1,714 Douglass Street,94114,8,Noe Valley,POINT (-122.43868660402502 37.75238599440878),100,51,3,5,22,22,4,5,2,28862,1,,,,51
B182597,09/10/2018,,,,,,479 steiner Street,94117,5,Haight Ashbury,POINT (-122.43250714077678 37.77354744962441),100,26,4,11,3,9,9,11,15,29492,1,,,,26
B151780,07/14/2015,,,,,,1311 Stevenson Street,94103,6,Mission,POINT (-122.42167109055109 37.77143383845219),100,32,1,10,20,19,2,9,8,28853,2,,,,32
B153183,11/18/2015,,,,,,776 Bush Street,94102,3,Nob Hill,POINT (-122.41006034910659 37.79006076644751),100,16,6,3,21,21,1,10,5,28857,1,,,,16
B200082,01/07/2020,,,,,,1959 Golden Gate Avenue,94115,5,Lone Mountain/USF,POINT (-122.4428301545937 37.778126945825974),100,97,7,11,18,16,5,11,15,29490,1,,,,97
B180187,01/22/2018,05/01/2018,200000.00,,,2,659 14th Avenue,94118,1,Outer Richmond,POINT (-122.47257354896774 37.77575236721966),100,5,8,4,29,26,6,2,11,54,1,,,,5
B151293,05/20/2015,,,,,,756 Lake Street,94118,2,Inner Richmond,POINT (-122.46745312828968 37.78661383992638),100,4,8,6,11,11,6,1,11,54,1,,,,4
B161302,04/07/2016,,,,,,312 Fillmore Street,94117,5,Hayes Valley,POINT (-122.43040719722042 37.772257312610186),100,26,4,11,9,10,9,11,7,29492,1,,,,26
B170242,02/06/2017,,,,,,819 Greenwich Street,94133,3,Russian Hill,POINT (-122.41316578808132 37.8018048676917),100,107,6,3,32,32,1,10,3,308,1,,,,107
B162344,07/13/2016,10/17/2016,40000.00,,,3,741 Clayton Street,94117,5,Haight Ashbury,POINT (-122.44831545689411 37.768092263698534),100,29,7,11,3,9,5,11,15,29492,1,,,,29
B161122,03/25/2016,,,,,,1030 Larkin Street,94109,3,Nob Hill,POINT (-122.41829228225706 37.78741720559634),100,50,6,3,21,21,9,10,13,28858,2,,,,50
B193043,11/12/2019,,,,,,258 Church Street,94114,8,Castro/Upper Market,POINT (-122.42895489875494 37.76669943500136),100,37,3,5,5,3,4,5,8,28862,1,,,,37
B181986,07/02/2018,,,,,,223 9th Street,94103,6,South of Market,POINT (-122.41271484027999 37.774707387680294),100,32,1,10,34,34,2,9,8,28853,2,,,1,32
B192011,08/13/2019,,,,,,49 Bernard Street,94133,3,Nob Hill,POINT (-122.41426109021762 37.79637200788843),100,107,6,3,21,21,1,10,5,308,1,,,,107
B180902,03/20/2018,,,,,,1203 40th Avenue,94122,4,Sunset/Parkside,POINT (-122.49983545665205 37.76435910855023),100,39,10,7,35,35,8,3,1,56,1,,,,39
B171842,07/17/2017,,,,,,93 6th Street,94103,6,South of Market,POINT (-122.40877804410916 37.781098556621025),100,32,5,10,34,34,2,9,14,28853,2,1,,1,32
B182280,07/23/2018,,,,,,1571 Sacramento Street,94109,3,Nob Hill,POINT (-122.41873396173786 37.79172013821531),100,16,6,3,21,21,1,10,5,28858,1,,,,16
B160267,01/26/2016,,,,,,56 Elizabeth Street,94110,8,Mission,POINT (-122.4223258914795 37.75287197007058),100,52,3,5,20,19,4,5,2,28859,1,,,,52
B153312,11/30/2015,,,,,,2820 Folsom Street,94110,9,Mission,POINT (-122.41413265358953 37.75215095212165),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B181119,04/05/2018,,,,,,4235 Cabrillo Street,94121,1,Outer Richmond,POINT (-122.50399947016608 37.773486931516715),100,8,8,4,29,26,6,2,11,55,1,,,,8
B172459,09/28/2017,,,,,,306 Church Street,94114,8,Castro/Upper Market,POINT (-122.42888787325126 37.7659887872829),100,37,3,5,5,3,4,5,8,28862,1,,,,37
B161811,05/23/2016,,,,,,667 19th Avenue,94121,1,Outer Richmond,POINT (-122.47802731487361 37.77536029919342),100,8,8,4,29,26,6,2,11,55,1,,,,8
B191771,07/26/2019,,,,,,765 Wisconsin Street,94107,10,Potrero Hill,POINT (-122.39892953592157 37.75779805812185),100,54,2,9,26,29,3,8,10,28856,1,,,,54
B163553,11/04/2016,,,,,,1031 york Street,94110,9,Mission,POINT (-122.40839376355454 37.755554912245884),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B152516,09/15/2015,02/09/2016,10500.00,,,1,225 Waller Street,94102,5,Hayes Valley,POINT (-122.42739977088073 37.77148889755241),100,27,7,11,9,10,9,11,7,28852,1,,,,27
B151331,,05/28/2015,45000.00,,true,1,51 Wilmot Street,94115,5,Pacific Heights,POINT (-122.4327494003129 37.78753919666926),100,101,4,11,30,27,9,11,13,29490,1,,,,101
B190127,,02/06/2019,208000.00,,true,5,1170 Vallejo Street,94109,3,Nob Hill,POINT (-122.41656276042185 37.79766274814585),100,107,6,3,21,21,1,10,5,28858,1,,,,107
B170164,01/25/2017,,,,,,3909 Lincoln Way,94122,4,Sunset/Parkside,POINT (-122.49987349968595 37.76436255753131),100,39,10,7,35,35,8,3,1,56,1,,,,39
B172919,11/15/2017,03/16/2018,20000.00,,true,2,1240 Jones Street,94108,3,Nob Hill,POINT (-122.4143490458883 37.79290858340176),100,16,6,3,21,21,1,10,5,28857,1,,,,16
B162568,08/11/2016,12/13/2016,7000.00,,true,1,2319 39th Avenue,94116,4,Sunset/Parkside,POINT (-122.4973037589845 37.74359694174387),100,39,10,7,35,35,8,3,1,29491,1,,,,39
B181750,06/05/2018,,,,,,4160 25th Street,94114,8,Noe Valley,POINT (-122.433074891912 37.74980837323921),100,84,3,5,22,22,4,5,2,28862,1,,,,84
B162182,06/23/2016,,,,,,1724 Jenning Street,94124,10,Bayview Hunters Point,POINT (-122.38663501000732 37.7294173683854),85.8,86,2,9,1,1,3,8,10,58,2,,,,86
B172675,10/20/2017,12/19/2017,200000.00,,true,2,846 Greenwich Street,94133,3,Russian Hill,POINT (-122.4136380058024 37.80185722913674),100,107,6,3,32,32,1,10,3,308,1,,,,107
B192827,10/02/2019,,,,,,1670 Newcomb Avenue,94124,10,Bayview Hunters Point,POINT (-122.39102491313847 37.73600024721557),100,86,2,9,1,1,3,8,10,58,2,,,,86
B180502,02/15/2018,04/02/2018,15000.00,,true,1,310 Eureka Street,94114,8,Castro/Upper Market,POINT (-122.43801877879191 37.757260296230974),100,115,3,5,5,3,4,5,2,28862,1,,,,115
B183043,11/01/2018,,,,,,518 baker Street,94117,5,Hayes Valley,POINT (-122.44128310895402 37.77570687748703),100,24,7,11,9,10,5,11,15,29492,1,,,,24
B180671,03/09/2018,,,,,,1080 Hampshire Street,94110,9,Mission,POINT (-122.4075618222627 37.75483186251485),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B171744,07/03/2017,,,,,,1 scott Street,94117,8,Haight Ashbury,POINT (-122.4349794982066 37.76913354857364),100,28,7,5,3,9,5,5,15,29492,1,,,,28
B152584,09/24/2015,02/23/2016,30000.00,,true,2,375 South Van Ness Avenue,94103,9,Mission,POINT (-122.41763045830425 37.7672307782403),100,53,3,2,20,19,4,7,8,28853,2,,,,53
